orderid,custid,orderstatus,totalprice,orderdate,orderpriority,clerk,storeid,shippriority,ordercomment,orderqty,productid,discount
487947,1467,C,1318.82,2020-12-26,10,Dee Winter,9,4,In Stock,1,10,65.94
140713,1303,C,1174.16,2020-08-05,10,Auggie Sunshine,5,5,In Stock,2,6,19.57
315900,1150,C,1397.83,2020-04-30,10,April Rains,8,3,In Stock,1,4,34.95
259740,1384,C,1300.59,2020-10-25,10,Ossie Leaves,1,1,In Stock,13,7,65.03
337474,1184,C,1238.66,2020-05-25,10,May Flowers,9,4,In Stock,1,6,15.48
457929,1399,C,1325.48,2020-10-10,10,Ossie Leaves,6,1,In Stock,2,10,16.57
256110,1261,C,1282.36,2020-07-04,10,Justin Heat,3,3,In Stock,4,2,16.03
185819,1239,C,1391.75,2020-06-10,10,June Summer,2,2,In Stock,6,10,34.79
280172,1052,C,1060.00,2020-02-24,10,Fred Cold,1,1,In Stock,10,7,10.60
517269,1189,C,1330.98,2020-05-27,10,May Flowers,1,1,In Stock,13,9,33.27
462190,1070,C,1150.00,2020-02-28,10,Fred Cold,1,1,In Stock,11,8,19.17
210737,1297,C,1141.09,2020-08-13,10,Auggie Sunshine,2,2,In Stock,5,8,14.26
201010,1251,C,1221.58,2020-07-01,10,Justin Heat,2,2,In Stock,6,6,15.27
418184,1474,C,1120.00,2019-12-28,10,Dee Winter,1,1,In Stock,11,6,18.67
415900,1370,C,1267.88,2019-09-30,10,Steve Fall,8,3,In Stock,1,2,12.68
476321,1042,C,1227.66,2020-02-11,10,Fred Cold,8,3,In Stock,1,5,15.35
490942,1382,C,1168.65,2020-10-14,10,Ossie Leaves,9,4,In Stock,1,7,29.22
415349,1139,C,1207.24,2019-04-17,10,April Rains,8,3,In Stock,1,3,15.09
210512,1222,C,1168.65,2020-06-04,10,June Summer,9,4,In Stock,1,6,11.69
312920,1032,C,1397.83,2020-01-31,10,Jack Snow,8,3,In Stock,1,5,17.47
457988,1398,C,1319.69,2020-10-30,10,Ossie Leaves,10,5,In Stock,1,2,13.20
372403,1173,C,1306.46,2019-05-01,10,May Flowers,7,2,In Stock,1,1,21.77
150497,1207,C,1331.27,2020-05-30,10,May Flowers,2,2,In Stock,6,3,66.56
140892,1362,C,1267.88,2020-09-30,10,Steve Fall,8,3,In Stock,1,8,21.13
421179,1469,C,1095.00,2020-12-27,10,Dee Winter,6,1,In Stock,1,4,54.75
300316,1136,C,1080.00,2020-04-06,10,April Rains,1,1,In Stock,10,2,13.50
478256,1116,C,1397.83,2020-03-31,10,Matt Winds,8,3,In Stock,1,3,23.30
192463,1453,C,1829.33,2020-12-11,10,Dee Winter,10,5,In Stock,1,5,30.49
195950,1035,C,1397.83,2020-01-31,10,Jack Snow,8,3,In Stock,1,3,23.30
388042,1422,C,1060.00,2019-11-14,10,Norbert Thanks,1,1,In Stock,10,1,53.00
382658,1278,C,1319.69,2019-07-20,10,Justin Heat,10,5,In Stock,1,5,21.99
217585,1085,C,1245.89,2020-03-12,10,Matt Winds,6,1,In Stock,2,8,62.29
345422,1192,C,1110.00,2019-05-08,10,May Flowers,1,1,In Stock,11,4,27.75
258430,1343,C,1294.51,2020-09-15,10,Steve Fall,5,5,In Stock,2,5,32.36
342200,1080,C,1150.00,2020-02-28,10,Fred Cold,1,1,In Stock,11,5,28.75
251782,1042,C,1227.66,2020-02-21,10,Fred Cold,8,3,In Stock,1,1,20.46
527848,1348,C,1201.72,2020-09-16,10,Steve Fall,2,2,In Stock,6,4,60.09
210651,1271,C,1218.26,2020-07-17,10,Justin Heat,9,4,In Stock,1,5,20.30
315751,1131,C,1282.36,2020-04-14,10,April Rains,3,3,In Stock,4,4,12.82
280269,1089,C,1045.00,2020-03-23,10,Matt Winds,6,1,In Stock,1,2,13.06
204880,1398,C,1385.67,2020-10-30,10,Ossie Leaves,6,1,In Stock,2,8,13.86
416079,1429,C,1207.24,2019-11-27,10,Norbert Thanks,8,3,In Stock,1,7,30.18
140339,1129,C,1152.11,2020-04-13,10,April Rains,3,3,In Stock,3,9,28.80
166094,1234,C,1361.37,2020-06-18,10,June Summer,2,2,In Stock,6,5,22.69
253820,1142,C,1349.22,2020-04-28,10,April Rains,10,5,In Stock,1,6,22.49
230675,1265,C,1185.19,2020-07-25,10,Justin Heat,6,1,In Stock,1,2,29.63
457576,1226,C,1250.24,2020-06-26,10,June Summer,1,1,In Stock,12,1,62.51
327699,1289,C,1267.88,2020-07-31,10,Justin Heat,8,3,In Stock,1,3,12.68
342320,1140,C,1100.00,2020-04-07,10,April Rains,1,1,In Stock,11,5,55.00
140032,1002,C,1113.52,2020-01-11,10,Jack Snow,4,4,In Stock,2,9,11.14
457473,1183,C,1232.87,2020-05-25,10,May Flowers,3,3,In Stock,4,1,12.33
440160,1346,C,1312.75,2020-09-06,10,Steve Fall,3,3,In Stock,4,4,21.88
382410,1180,C,1215.50,2019-05-04,10,May Flowers,6,1,In Stock,2,9,30.39
265095,1035,C,1267.88,2020-01-31,10,Jack Snow,8,3,In Stock,1,4,21.13
342829,1359,C,1145.00,2020-09-10,10,Steve Fall,6,1,In Stock,1,10,19.08
276025,1435,C,1302.33,2020-11-09,10,Norbert Thanks,3,3,In Stock,4,9,13.02
327331,1121,C,1108.01,2020-04-11,10,April Rains,9,4,In Stock,1,4,27.70
372580,1230,C,1212.75,2019-06-27,10,June Summer,3,3,In Stock,4,5,15.16
439710,1301,C,1282.36,2020-08-24,10,Auggie Sunshine,3,3,In Stock,4,2,32.06
218498,1138,C,1324.90,2020-04-06,10,April Rains,5,5,In Stock,2,4,22.08
345988,1398,C,1140.00,2019-10-30,10,Ossie Leaves,1,1,In Stock,11,2,28.50
417013,1013,C,1065.00,2019-01-05,10,Jack Snow,6,1,In Stock,1,2,13.31
300575,1225,C,1075.00,2020-06-25,10,June Summer,6,1,In Stock,1,9,10.75
183851,1140,C,1337.06,2020-04-17,10,April Rains,8,3,In Stock,1,6,66.85
417461,1171,C,1005.00,2019-05-21,10,May Flowers,6,1,In Stock,1,8,12.56
212216,1096,C,1080.00,2020-03-06,10,Matt Winds,1,1,In Stock,10,7,18.00
168679,1319,C,1391.75,2020-08-30,10,Auggie Sunshine,2,2,In Stock,6,6,23.20
212807,1337,C,1035.00,2020-09-03,10,Steve Fall,6,1,In Stock,1,5,51.75
447620,1270,C,1212.75,2020-07-07,10,Justin Heat,3,3,In Stock,4,8,60.64
140028,1028,C,1256.85,2020-01-10,10,Jack Snow,7,2,In Stock,1,6,15.71
462037,1007,C,1035.00,2020-01-13,10,Jack Snow,6,1,In Stock,1,4,25.88
212195,1075,C,1150.00,2020-02-28,10,Fred Cold,1,1,In Stock,11,3,11.50
323800,1470,C,1337.06,2020-12-27,10,Dee Winter,8,3,In Stock,1,1,13.37
435670,1127,C,1258.05,2020-04-23,10,April Rains,9,4,In Stock,1,4,15.73
212990,1400,C,1150.00,2020-10-30,10,Ossie Leaves,1,1,In Stock,11,4,57.50
280997,1407,C,1150.00,2020-10-31,10,Ossie Leaves,1,1,In Stock,11,1,11.50
527209,1089,C,1152.11,2020-03-03,10,Matt Winds,3,3,In Stock,3,10,57.61
477840,1104,C,1361.37,2020-03-28,10,Matt Winds,2,2,In Stock,6,3,22.69
433100,1040,C,1397.83,2020-01-31,10,Jack Snow,8,3,In Stock,1,3,13.98
447170,1050,C,1157.62,2020-02-24,10,Fred Cold,8,3,In Stock,1,7,57.88
212214,1094,C,1070.00,2020-03-05,10,Matt Winds,1,1,In Stock,10,1,10.70
185643,1223,C,1294.51,2020-06-05,10,June Summer,5,5,In Stock,2,5,64.73
180810,1021,C,1343.13,2020-01-27,10,Jack Snow,4,4,In Stock,3,2,67.16
415827,1357,C,1251.34,2019-09-09,10,Steve Fall,2,2,In Stock,6,1,31.28
463177,1467,C,1085.00,2020-12-26,10,Dee Winter,6,1,In Stock,1,10,27.12
515930,1153,C,1397.83,2020-04-30,10,April Rains,8,3,In Stock,1,4,69.89
205320,1412,C,1726.02,2020-11-11,10,Norbert Thanks,7,2,In Stock,2,9,17.26
345698,1288,C,1150.00,2019-07-31,10,Justin Heat,1,1,In Stock,11,8,28.75
327386,1146,C,1245.82,2020-04-29,10,April Rains,6,1,In Stock,2,9,31.15
358300,1070,C,1397.83,2019-02-10,10,Fred Cold,8,3,In Stock,1,5,23.30
382240,1090,C,1215.50,2019-03-14,10,Matt Winds,6,1,In Stock,2,6,15.19
300407,1177,C,1035.00,2020-05-03,10,May Flowers,6,1,In Stock,1,9,10.35
188129,1299,C,1270.21,2020-08-13,10,Auggie Sunshine,1,1,In Stock,12,1,31.76
222000,1290,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,8,34.95
440316,1316,C,1373.52,2020-08-19,10,Auggie Sunshine,4,4,In Stock,3,9,17.17
210723,1313,C,1229.29,2020-08-08,10,Auggie Sunshine,10,5,In Stock,1,6,30.73
212864,1334,C,1350.00,2020-09-22,10,Steve Fall,1,1,In Stock,13,9,22.50
200588,1218,C,1264.13,2020-06-03,10,June Summer,5,5,In Stock,2,2,63.21
300590,1240,C,1150.00,2020-06-30,10,June Summer,1,1,In Stock,11,3,28.75
187170,1307,C,1318.82,2020-08-06,10,Auggie Sunshine,9,4,In Stock,1,6,16.49
401530,1063,C,1355.29,2019-02-18,10,Fred Cold,6,1,In Stock,2,2,16.94
447738,1298,C,1146.60,2020-08-13,10,Auggie Sunshine,7,2,In Stock,1,6,57.33
240413,1183,C,1232.87,2020-05-05,10,May Flowers,3,3,In Stock,4,2,12.33
150872,1342,C,1227.08,2020-09-24,10,Steve Fall,8,3,In Stock,1,9,61.35
438072,1232,C,1349.22,2020-06-18,10,June Summer,10,5,In Stock,1,2,16.87
462481,1191,C,1105.00,2020-05-27,10,May Flowers,6,1,In Stock,1,9,27.62
301038,1418,C,1040.00,2020-11-13,10,Norbert Thanks,1,1,In Stock,10,5,26.00
345431,1171,C,1005.00,2019-05-11,10,May Flowers,6,1,In Stock,1,4,50.25
447370,1130,C,1157.62,2020-04-24,10,April Rains,8,3,In Stock,1,8,28.94
481710,1261,C,1282.36,2020-07-24,10,Justin Heat,3,3,In Stock,4,6,16.03
406790,1269,C,1330.98,2019-07-27,10,Justin Heat,1,1,In Stock,13,1,13.31
199873,1183,C,1294.51,2020-05-15,10,May Flowers,5,5,In Stock,2,5,64.73
250506,1016,C,1312.75,2020-01-16,10,Jack Snow,3,3,In Stock,4,3,32.82
321592,1342,C,1288.43,2020-09-24,10,Steve Fall,9,4,In Stock,1,1,64.42
169060,1376,C,1251.98,2020-10-02,10,Ossie Leaves,2,2,In Stock,6,6,12.52
405280,1190,C,1337.06,2019-05-27,10,May Flowers,8,3,In Stock,1,9,13.37
362742,1232,C,1349.22,2019-06-08,10,June Summer,10,5,In Stock,1,5,22.49
365760,1346,C,1312.75,2019-09-26,10,Steve Fall,3,3,In Stock,4,9,16.41
185740,1224,C,1300.59,2020-06-25,10,June Summer,1,1,In Stock,13,3,13.01
361600,1200,C,1397.83,2019-05-20,10,May Flowers,8,3,In Stock,1,5,17.47
212229,1109,C,1145.00,2020-03-10,10,Matt Winds,6,1,In Stock,1,2,19.08
186270,1220,C,1276.28,2020-06-24,10,June Summer,7,2,In Stock,1,3,21.27
403179,1109,C,1391.75,2019-03-30,10,Matt Winds,2,2,In Stock,6,3,34.79
420940,1380,C,1050.00,2020-10-14,10,Ossie Leaves,1,1,In Stock,10,2,52.50
361110,1181,C,1282.36,2019-05-04,10,May Flowers,3,3,In Stock,4,7,21.37
202216,1276,C,1373.52,2020-07-19,10,Justin Heat,4,4,In Stock,3,10,68.68
216694,1064,C,1361.37,2020-02-18,10,Fred Cold,2,2,In Stock,6,6,22.69
251034,1034,C,1397.83,2020-01-31,10,Jack Snow,8,3,In Stock,1,4,69.89
447082,1022,C,1223.78,2020-01-28,10,Jack Snow,4,4,In Stock,3,3,20.40
213064,1414,C,1430.00,2020-11-22,10,Norbert Thanks,1,1,In Stock,14,10,14.30
210311,1131,C,1163.14,2020-04-04,10,April Rains,4,4,In Stock,2,3,14.54
409030,1373,C,1683.48,2019-10-01,10,Ossie Leaves,4,4,In Stock,4,6,28.06
241082,1432,C,1284.97,2020-11-28,10,Norbert Thanks,5,5,In Stock,2,3,16.06
501181,1471,C,1105.00,2020-12-27,10,Dee Winter,6,1,In Stock,1,9,27.62
485010,1411,C,1221.58,2020-11-01,10,Norbert Thanks,2,2,In Stock,6,1,20.36
251930,1073,C,1397.83,2020-02-28,10,Fred Cold,8,3,In Stock,1,8,69.89
420816,1346,C,1080.00,2020-09-06,10,Steve Fall,1,1,In Stock,10,9,13.50
140590,1240,C,1267.88,2020-06-30,10,June Summer,8,3,In Stock,1,4,15.85
230436,1176,C,1135.58,2020-05-12,10,May Flowers,6,1,In Stock,1,3,56.78
478320,1122,C,1227.66,2020-04-11,10,April Rains,8,3,In Stock,1,10,15.35
169647,1347,C,1318.82,2020-09-26,10,Steve Fall,9,4,In Stock,1,5,32.97
323891,1431,C,1343.13,2020-11-27,10,Norbert Thanks,4,4,In Stock,3,8,13.43
420671,1261,C,1055.00,2020-07-24,10,Justin Heat,6,1,In Stock,1,1,13.19
382640,1260,C,1215.50,2019-07-14,10,Justin Heat,6,1,In Stock,2,9,15.19
400748,1008,C,1264.13,2019-01-23,10,Jack Snow,5,5,In Stock,2,10,21.07
462923,1393,C,1115.00,2020-10-08,10,Ossie Leaves,6,1,In Stock,1,5,18.58
212877,1347,C,1085.00,2020-09-26,10,Steve Fall,6,1,In Stock,1,6,13.56
527504,1214,C,1356.08,2020-06-02,10,June Summer,7,2,In Stock,1,7,13.56
223195,1305,C,1306.67,2020-08-15,10,Auggie Sunshine,7,2,In Stock,1,9,13.07
140628,1278,C,1256.85,2020-07-10,10,Justin Heat,7,2,In Stock,1,5,20.95
388186,1476,C,1130.00,2019-12-29,10,Dee Winter,1,1,In Stock,11,3,14.12
275908,1378,C,1203.93,2020-10-03,10,Ossie Leaves,4,4,In Stock,3,7,12.04
337675,1265,C,1244.45,2020-07-25,10,Justin Heat,5,5,In Stock,2,10,15.56
190180,1428,C,1324.90,2020-11-06,10,Norbert Thanks,5,5,In Stock,2,2,66.24
140342,1132,C,1168.65,2020-04-14,10,April Rains,9,4,In Stock,1,8,14.61
337532,1212,C,1412.30,2020-06-11,10,June Summer,3,3,In Stock,4,7,17.65
171460,1466,C,1312.75,2020-12-16,10,Dee Winter,3,3,In Stock,4,6,13.13
406864,1274,C,1361.37,2019-07-08,10,Justin Heat,2,2,In Stock,6,7,68.07
150578,1228,C,1261.81,2020-06-26,10,June Summer,2,2,In Stock,6,7,15.77
312551,1020,C,1337.06,2020-01-17,10,Jack Snow,8,3,In Stock,1,5,33.43
369628,1468,C,1324.90,2019-12-16,10,Dee Winter,5,5,In Stock,2,7,13.25
387736,1296,C,1030.00,2019-08-12,10,Auggie Sunshine,1,1,In Stock,10,8,10.30
338102,1452,C,1736.44,2020-12-01,10,Dee Winter,7,2,In Stock,2,7,28.94
140239,1089,C,1152.11,2020-03-13,10,Matt Winds,3,3,In Stock,3,5,28.80
372095,1035,C,1267.88,2019-01-31,10,Jack Snow,8,3,In Stock,1,10,21.13
218421,1131,C,1282.36,2020-04-04,10,April Rains,3,3,In Stock,4,9,64.12
382209,1089,C,1209.72,2019-03-03,10,Matt Winds,10,5,In Stock,1,5,30.24
183938,1148,C,1385.67,2020-04-20,10,April Rains,6,1,In Stock,2,8,23.09
276089,1439,C,1325.48,2020-11-30,10,Norbert Thanks,6,1,In Stock,2,5,16.57
415712,1302,C,1168.65,2019-08-04,10,Auggie Sunshine,9,4,In Stock,1,8,14.61
403905,1145,C,1367.45,2019-04-19,10,April Rains,8,3,In Stock,1,3,17.09
181551,1051,C,1282.36,2020-02-14,10,Fred Cold,3,3,In Stock,4,4,21.37
457943,1383,C,1232.87,2020-10-15,10,Ossie Leaves,3,3,In Stock,4,1,20.55
357390,1009,C,1270.21,2019-01-13,10,Jack Snow,1,1,In Stock,12,4,15.88
265565,1215,C,1361.59,2020-06-22,10,June Summer,2,2,In Stock,6,3,17.02
199230,1193,C,1355.29,2020-05-08,10,May Flowers,6,1,In Stock,2,10,13.55
382737,1297,C,1198.14,2019-08-13,10,Auggie Sunshine,9,4,In Stock,1,2,59.91
420156,1066,C,1130.00,2020-02-19,10,Fred Cold,1,1,In Stock,11,9,11.30
301169,1459,C,1045.00,2020-12-23,10,Dee Winter,6,1,In Stock,1,3,10.45
387957,1397,C,1135.00,2019-10-19,10,Ossie Leaves,6,1,In Stock,1,6,56.75
415588,1238,C,1256.85,2019-06-30,10,June Summer,7,2,In Stock,1,1,12.57
363670,1257,C,1258.05,2019-07-23,10,Justin Heat,9,4,In Stock,1,8,62.90
372255,1105,C,1240.31,2019-03-19,10,Matt Winds,1,1,In Stock,12,4,20.67
411693,1413,C,1732.09,2019-11-21,10,Norbert Thanks,3,3,In Stock,5,7,17.32
196170,1057,C,1318.82,2020-02-06,10,Fred Cold,9,4,In Stock,1,8,16.49
220110,1221,C,1282.36,2020-06-04,10,June Summer,3,3,In Stock,4,7,32.06
254450,1185,C,1306.67,2020-05-15,10,May Flowers,7,2,In Stock,1,1,16.33
315014,1094,C,1300.59,2020-03-25,10,Matt Winds,1,1,In Stock,13,3,21.68
420583,1233,C,1115.00,2020-06-28,10,June Summer,6,1,In Stock,1,4,27.88
404820,1192,C,1349.22,2019-05-28,10,May Flowers,10,5,In Stock,1,6,16.87
388119,1469,C,1095.00,2019-12-07,10,Dee Winter,6,1,In Stock,1,1,13.69
211117,1467,C,1196.21,2020-12-06,10,Dee Winter,7,2,In Stock,1,1,11.96
141152,1472,C,1223.78,2020-12-18,10,Dee Winter,4,4,In Stock,3,1,30.59
275494,1204,C,1331.27,2020-05-30,10,May Flowers,2,2,In Stock,6,4,66.56
405880,1238,C,1385.67,2019-06-30,10,June Summer,6,1,In Stock,2,7,69.28
196210,1061,C,1343.13,2020-02-07,10,Fred Cold,4,4,In Stock,3,10,22.39
417544,1224,C,1070.00,2019-06-15,10,June Summer,1,1,In Stock,10,6,17.83
226390,1459,C,1270.21,2020-12-13,10,Dee Winter,1,1,In Stock,12,3,63.51
537326,1146,C,1308.11,2020-04-09,10,April Rains,9,4,In Stock,1,3,21.80
166886,1276,C,1373.52,2020-07-09,10,Justin Heat,4,4,In Stock,3,5,17.17
345295,1115,C,1150.00,2019-03-31,10,Matt Winds,1,1,In Stock,11,5,11.50
420745,1305,C,1075.00,2020-08-15,10,Auggie Sunshine,6,1,In Stock,1,2,53.75
365870,1357,C,1379.61,2019-09-29,10,Steve Fall,10,5,In Stock,1,1,13.80
230855,1355,C,1240.31,2020-09-19,10,Steve Fall,1,1,In Stock,12,5,12.40
406980,1288,C,1397.83,2019-07-31,10,Justin Heat,8,3,In Stock,1,6,17.47
312810,1021,C,1343.13,2020-01-27,10,Jack Snow,4,4,In Stock,3,10,13.43
300065,1005,C,1025.00,2020-01-22,10,Jack Snow,6,1,In Stock,1,3,25.62
518381,1258,C,1264.13,2020-07-13,10,Justin Heat,5,5,In Stock,2,9,12.64
150755,1315,C,1302.33,2020-08-19,10,Auggie Sunshine,3,3,In Stock,4,2,32.56
388117,1467,C,1085.00,2019-12-06,10,Dee Winter,6,1,In Stock,1,1,10.85
141089,1439,C,1262.36,2020-11-30,10,Norbert Thanks,3,3,In Stock,4,8,21.04
266173,1463,C,1174.16,2020-12-24,10,Dee Winter,5,5,In Stock,2,9,11.74
407733,1293,C,1586.24,2019-08-01,10,Auggie Sunshine,7,2,In Stock,2,7,26.44
140109,1049,C,1152.11,2020-02-03,10,Fred Cold,3,3,In Stock,3,6,11.52
261441,1420,C,1276.28,2020-11-14,10,Norbert Thanks,7,2,In Stock,1,2,31.91
420661,1251,C,1005.00,2020-07-21,10,Justin Heat,6,1,In Stock,1,3,50.25
483162,1302,C,1288.43,2020-08-14,10,Auggie Sunshine,9,4,In Stock,1,6,21.47
448149,1469,C,1207.24,2020-12-17,10,Dee Winter,8,3,In Stock,1,1,12.07
189110,1381,C,1282.36,2020-10-04,10,Ossie Leaves,3,3,In Stock,4,1,16.03
420701,1291,C,1005.00,2020-08-01,10,Auggie Sunshine,6,1,In Stock,1,2,16.75
300307,1127,C,1035.00,2020-04-03,10,April Rains,6,1,In Stock,1,10,17.25
337461,1171,C,1163.41,2020-05-21,10,May Flowers,4,4,In Stock,2,3,19.39
345495,1205,C,1150.00,2019-05-30,10,May Flowers,1,1,In Stock,11,8,14.38
186601,1250,C,1397.83,2020-06-30,10,June Summer,8,3,In Stock,1,4,23.30
421006,1416,C,1030.00,2020-11-02,10,Norbert Thanks,1,1,In Stock,10,6,25.75
462585,1235,C,1125.00,2020-06-29,10,June Summer,6,1,In Stock,1,4,18.75
185030,1213,C,1488.99,2020-06-01,10,June Summer,9,4,In Stock,1,8,24.82
240496,1206,C,1331.27,2020-05-30,10,May Flowers,2,2,In Stock,6,10,66.56
458139,1459,C,1209.72,2020-12-13,10,Dee Winter,10,5,In Stock,1,8,30.24
140351,1141,C,1218.26,2020-04-17,10,April Rains,9,4,In Stock,1,9,60.91
300448,1188,C,1090.00,2020-05-16,10,May Flowers,1,1,In Stock,10,4,54.50
202240,1314,C,1361.37,2020-08-08,10,Auggie Sunshine,2,2,In Stock,6,10,22.69
226649,1439,C,1391.75,2020-11-20,10,Norbert Thanks,2,2,In Stock,6,4,34.79
366150,1385,C,1306.67,2019-10-05,10,Ossie Leaves,7,2,In Stock,1,10,65.33
257420,1302,C,1288.43,2020-08-14,10,Auggie Sunshine,9,4,In Stock,1,1,16.11
401958,1058,C,1324.90,2019-02-26,10,Fred Cold,5,5,In Stock,2,1,33.12
280891,1361,C,1150.00,2020-09-30,10,Steve Fall,1,1,In Stock,11,6,28.75
211069,1419,C,1152.11,2020-11-23,10,Norbert Thanks,3,3,In Stock,3,8,57.61
140778,1308,C,1201.72,2020-08-26,10,Auggie Sunshine,2,2,In Stock,6,8,20.03
316026,1126,C,1251.98,2020-04-22,10,April Rains,2,2,In Stock,6,7,31.30
463113,1463,C,1065.00,2020-12-05,10,Dee Winter,6,1,In Stock,1,4,13.31
337417,1187,C,1256.02,2020-05-06,10,May Flowers,7,2,In Stock,1,3,62.80
150606,1256,C,1192.36,2020-07-02,10,Justin Heat,3,3,In Stock,3,1,29.81
361540,1194,C,1361.37,2019-05-18,10,May Flowers,2,2,In Stock,6,6,13.61
418148,1468,C,1090.00,2019-12-16,10,Dee Winter,1,1,In Stock,10,8,54.50
342759,1319,C,1145.00,2020-08-20,10,Auggie Sunshine,6,1,In Stock,1,8,28.62
457769,1299,C,1209.72,2020-08-23,10,Auggie Sunshine,10,5,In Stock,1,8,60.49
415904,1374,C,1532.48,2019-10-02,10,Ossie Leaves,3,3,In Stock,5,7,38.31
420716,1306,C,1080.00,2020-08-06,10,Auggie Sunshine,1,1,In Stock,10,6,27.00
387640,1260,C,1050.00,2019-07-14,10,Justin Heat,1,1,In Stock,10,2,26.25
342635,1255,C,1275.00,2020-07-12,10,Justin Heat,6,1,In Stock,2,7,31.88
140347,1137,C,1196.21,2020-04-16,10,April Rains,7,2,In Stock,1,3,19.94
315330,1123,C,1233.74,2020-04-11,10,April Rains,4,4,In Stock,3,6,12.34
225320,1412,C,1726.02,2020-11-11,10,Norbert Thanks,7,2,In Stock,2,2,28.77
345041,1011,C,1055.00,2019-01-14,10,Jack Snow,6,1,In Stock,1,3,17.58
140938,1378,C,1146.60,2020-10-13,10,Ossie Leaves,7,2,In Stock,1,5,14.33
492923,1393,C,1115.00,2020-10-08,10,Ossie Leaves,6,1,In Stock,1,10,27.88
240063,1003,C,1174.99,2020-01-21,10,Jack Snow,5,5,In Stock,2,10,58.75
255071,1171,C,1221.58,2020-05-21,10,May Flowers,2,2,In Stock,6,3,61.08
218916,1146,C,1373.52,2020-04-19,10,April Rains,4,4,In Stock,3,2,34.34
327890,1360,C,1267.88,2020-09-30,10,Steve Fall,8,3,In Stock,1,3,21.13
196892,1052,C,1288.43,2020-02-24,10,Fred Cold,9,4,In Stock,1,2,12.88
280193,1073,C,1150.00,2020-02-28,10,Fred Cold,1,1,In Stock,11,5,19.17
170483,1393,C,1355.29,2020-10-18,10,Ossie Leaves,6,1,In Stock,2,9,22.59
440370,1337,C,1258.05,2020-09-13,10,Steve Fall,9,4,In Stock,1,5,15.73
483070,1337,C,1258.05,2020-09-03,10,Steve Fall,9,4,In Stock,1,10,62.90
166220,1272,C,1349.22,2020-07-08,10,Justin Heat,10,5,In Stock,1,8,16.87
312165,1015,C,1306.67,2020-01-05,10,Jack Snow,7,2,In Stock,1,7,65.33
171583,1433,C,1355.29,2020-11-18,10,Norbert Thanks,6,1,In Stock,2,7,33.88
230740,1300,C,1157.62,2020-08-14,10,Auggie Sunshine,8,3,In Stock,1,6,19.29
382925,1395,C,1302.33,2019-10-09,10,Ossie Leaves,3,3,In Stock,4,8,13.02
342467,1177,C,1035.00,2020-05-23,10,May Flowers,6,1,In Stock,1,2,25.88
327173,1053,C,1174.16,2020-02-25,10,Fred Cold,5,5,In Stock,2,1,11.74
417652,1272,C,1110.00,2019-07-18,10,Justin Heat,1,1,In Stock,11,3,13.88
492837,1337,C,1035.00,2020-09-13,10,Steve Fall,6,1,In Stock,1,5,17.25
322054,1384,C,1300.59,2020-10-05,10,Ossie Leaves,1,1,In Stock,13,2,65.03
261286,1436,C,1373.52,2020-11-09,10,Norbert Thanks,4,4,In Stock,3,4,17.17
230433,1173,C,1306.46,2020-05-11,10,May Flowers,7,2,In Stock,1,1,21.77
463023,1433,C,1115.00,2020-11-08,10,Norbert Thanks,6,1,In Stock,1,10,27.88
328008,1418,C,1146.60,2020-11-03,10,Norbert Thanks,7,2,In Stock,1,7,14.33
240343,1133,C,1232.87,2020-04-15,10,April Rains,3,3,In Stock,4,7,30.82
221072,1232,C,1349.22,2020-06-18,10,June Summer,10,5,In Stock,1,4,33.73
281085,1435,C,1125.00,2020-11-29,10,Norbert Thanks,6,1,In Stock,1,2,18.75
417976,1386,C,1080.00,2019-10-26,10,Ossie Leaves,1,1,In Stock,10,5,54.00
359288,1088,C,1264.13,2019-03-03,10,Matt Winds,5,5,In Stock,2,1,31.60
407780,1308,C,1324.90,2019-08-26,10,Auggie Sunshine,5,5,In Stock,2,10,66.24
337489,1199,C,1325.48,2020-05-30,10,May Flowers,6,1,In Stock,2,7,66.27
462226,1106,C,1130.00,2020-03-09,10,Matt Winds,1,1,In Stock,11,4,14.12
372216,1096,C,1190.70,2019-03-06,10,Matt Winds,1,1,In Stock,11,9,14.88
230492,1202,C,1267.88,2020-05-30,10,May Flowers,8,3,In Stock,1,1,15.85
490326,1146,C,1245.82,2020-04-09,10,April Rains,6,1,In Stock,2,8,12.46
327476,1186,C,1190.70,2020-05-26,10,May Flowers,1,1,In Stock,11,9,14.88
169295,1345,C,1306.67,2020-09-15,10,Steve Fall,7,2,In Stock,1,8,21.78
321480,1388,C,1324.90,2020-10-16,10,Ossie Leaves,5,5,In Stock,2,9,22.08
421013,1423,C,1065.00,2020-11-05,10,Norbert Thanks,6,1,In Stock,1,3,26.62
447971,1381,C,1163.14,2020-10-24,10,Ossie Leaves,4,4,In Stock,2,2,11.63
463061,1411,C,1005.00,2020-11-21,10,Norbert Thanks,6,1,In Stock,1,1,10.05
319930,1323,C,1397.83,2020-08-31,10,Auggie Sunshine,8,3,In Stock,1,8,69.89
387937,1377,C,1035.00,2019-10-13,10,Ossie Leaves,6,1,In Stock,1,7,25.88
492568,1218,C,1040.00,2020-06-23,10,June Summer,1,1,In Stock,10,3,13.00
185302,1192,C,1349.22,2020-05-28,10,May Flowers,10,5,In Stock,1,2,16.87
415017,1017,C,1196.21,2019-01-06,10,Jack Snow,7,2,In Stock,1,8,19.94
